Employer,State,State_Name,Role_Type,Role_Title,Hourly_Low,Hourly_High,Hourly_Avg,Source_URL,Source_Name,Source_Corporate,Data_Date
Walmart,CO,Colorado,Outdoor,Stocking & Unloading Associate,14.81,21.63,17.51,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,CO,Colorado,Indoor,Cashier / Customer Service Associate,14.81,19.05,15.71,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,CT,Connecticut,Outdoor,Stocking & Unloading Associate,15.69,22.72,18.39,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,CT,Connecticut,Indoor,Cashier / Customer Service Associate,15.69,20.02,16.5,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,DE,Delaware,Outdoor,Stocking & Unloading Associate,14.14,21.21,17.17,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,DE,Delaware,Indoor,Cashier / Customer Service Associate,14.0,18.68,15.4,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,FL,Florida,Outdoor,Stocking & Unloading Associate,14.04,21.06,17.05,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,FL,Florida,Indoor,Cashier / Customer Service Associate,14.0,18.56,15.3,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,GA,Georgia,Outdoor,Stocking & Unloading Associate,14.0,19.53,15.81,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,GA,Georgia,Indoor,Cashier / Customer Service Associate,14.0,17.21,14.18,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,HI,Hawaii,Outdoor,Stocking & Unloading Associate,15.4,23.1,18.7,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,HI,Hawaii,Indoor,Cashier / Customer Service Associate,14.0,20.35,16.78,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,IA,Iowa,Outdoor,Stocking & Unloading Associate,14.0,18.44,14.93,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,IA,Iowa,Indoor,Cashier / Customer Service Associate,14.0,16.24,14.0,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,ID,Idaho,Outdoor,Stocking & Unloading Associate,14.0,19.74,15.98,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,ID,Idaho,Indoor,Cashier / Customer Service Associate,14.0,17.39,14.33,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,IL,Illinois,Outdoor,Stocking & Unloading Associate,14.0,20.79,16.83,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,IL,Illinois,Indoor,Cashier / Customer Service Associate,14.0,18.32,15.1,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,IN,Indiana,Outdoor,Stocking & Unloading Associate,14.0,19.21,15.55,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,IN,Indiana,Indoor,Cashier / Customer Service Associate,14.0,16.93,14.0,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,KS,Kansas,Outdoor,Stocking & Unloading Associate,14.0,19.11,15.47,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,KS,Kansas,Indoor,Cashier / Customer Service Associate,14.0,16.84,14.0,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,KY,Kentucky,Outdoor,Stocking & Unloading Associate,14.0,18.69,15.13,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,KY,Kentucky,Indoor,Cashier / Customer Service Associate,14.0,16.46,14.0,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,LA,Louisiana,Outdoor,Stocking & Unloading Associate,14.0,18.9,15.3,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,LA,Louisiana,Indoor,Cashier / Customer Service Associate,14.0,16.65,14.0,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,MA,Massachusetts,Outdoor,Stocking & Unloading Associate,15.26,22.89,18.53,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,MA,Massachusetts,Indoor,Cashier / Customer Service Associate,15.0,20.17,16.62,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,MD,Maryland,Outdoor,Stocking & Unloading Associate,15.0,22.47,18.19,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,MD,Maryland,Indoor,Cashier / Customer Service Associate,15.0,19.8,16.32,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,ME,Maine,Outdoor,Stocking & Unloading Associate,14.15,21.0,17.0,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,ME,Maine,Indoor,Cashier / Customer Service Associate,14.15,18.5,15.25,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,MI,Michigan,Outdoor,Stocking & Unloading Associate,14.0,19.53,15.81,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,MI,Michigan,Indoor,Cashier / Customer Service Associate,14.0,17.21,14.18,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,MN,Minnesota,Outdoor,Stocking & Unloading Associate,14.0,20.58,16.66,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,MN,Minnesota,Indoor,Cashier / Customer Service Associate,14.0,18.13,14.95,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,MO,Missouri,Outdoor,Stocking & Unloading Associate,14.0,18.9,15.3,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,MO,Missouri,Indoor,Cashier / Customer Service Associate,14.0,16.65,14.0,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,MS,Mississippi,Outdoor,Stocking & Unloading Associate,14.0,18.27,14.79,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,MS,Mississippi,Indoor,Cashier / Customer Service Associate,14.0,16.09,14.0,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,MT,Montana,Outdoor,Stocking & Unloading Associate,14.0,19.95,16.15,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,MT,Montana,Indoor,Cashier / Customer Service Associate,14.0,17.57,14.49,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,NC,North Carolina,Outdoor,Stocking & Unloading Associate,14.0,19.74,15.98,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,NC,North Carolina,Indoor,Cashier / Customer Service Associate,14.0,17.39,14.33,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,ND,North Dakota,Outdoor,Stocking & Unloading Associate,14.0,19.53,15.81,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,ND,North Dakota,Indoor,Cashier / Customer Service Associate,14.0,17.21,14.18,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,NE,Nebraska,Outdoor,Stocking & Unloading Associate,14.0,19.32,15.64,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,NE,Nebraska,Indoor,Cashier / Customer Service Associate,14.0,17.02,14.03,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,NH,New Hampshire,Outdoor,Stocking & Unloading Associate,14.56,21.84,17.68,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,NH,New Hampshire,Indoor,Cashier / Customer Service Associate,14.0,19.24,15.86,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,NJ,New Jersey,Outdoor,Stocking & Unloading Associate,15.49,22.85,18.5,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,NJ,New Jersey,Indoor,Cashier / Customer Service Associate,15.49,20.13,16.59,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,NM,New Mexico,Outdoor,Stocking & Unloading Associate,14.0,19.53,15.81,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,NM,New Mexico,Indoor,Cashier / Customer Service Associate,14.0,17.21,14.18,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,NV,Nevada,Outdoor,Stocking & Unloading Associate,14.0,20.79,16.83,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,NV,Nevada,Indoor,Cashier / Customer Service Associate,14.0,18.32,15.1,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,NY,New York,Outdoor,Stocking & Unloading Associate,15.82,23.73,19.21,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,NY,New York,Indoor,Cashier / Customer Service Associate,15.5,20.9,17.23,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,OH,Ohio,Outdoor,Stocking & Unloading Associate,14.0,19.32,15.64,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,OH,Ohio,Indoor,Cashier / Customer Service Associate,14.0,17.02,14.03,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,OK,Oklahoma,Outdoor,Stocking & Unloading Associate,14.0,18.44,14.93,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,OK,Oklahoma,Indoor,Cashier / Customer Service Associate,14.0,16.24,14.0,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,OR,Oregon,Outdoor,Stocking & Unloading Associate,14.7,21.42,17.34,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,OR,Oregon,Indoor,Cashier / Customer Service Associate,14.7,18.87,15.55,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,PA,Pennsylvania,Outdoor,Stocking & Unloading Associate,14.0,20.37,16.49,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,PA,Pennsylvania,Indoor,Cashier / Customer Service Associate,14.0,17.95,14.79,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,RI,Rhode Island,Outdoor,Stocking & Unloading Associate,15.0,21.42,17.34,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,RI,Rhode Island,Indoor,Cashier / Customer Service Associate,15.0,18.87,15.55,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,SC,South Carolina,Outdoor,Stocking & Unloading Associate,14.0,19.32,15.64,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,SC,South Carolina,Indoor,Cashier / Customer Service Associate,14.0,17.02,14.03,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,SD,South Dakota,Outdoor,Stocking & Unloading Associate,14.0,19.11,15.47,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,SD,South Dakota,Indoor,Cashier / Customer Service Associate,14.0,16.84,14.0,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,TN,Tennessee,Outdoor,Stocking & Unloading Associate,14.0,19.32,15.64,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,TN,Tennessee,Indoor,Cashier / Customer Service Associate,14.0,17.02,14.03,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,TX,Texas,Outdoor,Stocking & Unloading Associate,14.0,20.33,16.46,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,TX,Texas,Indoor,Cashier / Customer Service Associate,14.0,17.91,14.76,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,UT,Utah,Outdoor,Stocking & Unloading Associate,14.0,20.58,16.66,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,UT,Utah,Indoor,Cashier / Customer Service Associate,14.0,18.13,14.95,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,VA,Virginia,Outdoor,Stocking & Unloading Associate,14.28,21.42,17.34,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,VA,Virginia,Indoor,Cashier / Customer Service Associate,14.0,18.87,15.55,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,VT,Vermont,Outdoor,Stocking & Unloading Associate,14.28,21.42,17.34,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,VT,Vermont,Indoor,Cashier / Customer Service Associate,14.01,18.87,15.55,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,WA,Washington,Outdoor,Stocking & Unloading Associate,16.66,23.1,18.7,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,WA,Washington,Indoor,Cashier / Customer Service Associate,16.66,20.35,16.78,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,WI,Wisconsin,Outdoor,Stocking & Unloading Associate,14.0,19.74,15.98,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,WI,Wisconsin,Indoor,Cashier / Customer Service Associate,14.0,17.39,14.33,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,WV,West Virginia,Outdoor,Stocking & Unloading Associate,14.0,18.27,14.79,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,WV,West Virginia,Indoor,Cashier / Customer Service Associate,14.0,16.09,14.0,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,WY,Wyoming,Outdoor,Stocking & Unloading Associate,14.0,19.95,16.15,https://www.indeed.com/cmp/Walmart/salaries/Stocker,Indeed - Walmart Stocker Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Walmart,WY,Wyoming,Indoor,Cashier / Customer Service Associate,14.0,17.57,14.49,https://www.indeed.com/cmp/Walmart/salaries/Cashier,Indeed - Walmart Cashier Salaries,https://corporate.walmart.com/askwalmart/how-much-do-walmart-associates-make,Q1 2026
Home Depot,AK,Alaska,Outdoor,Lot Associate / Receiving Associate,15.23,23.1,18.38,https://www.indeed.com/cmp/The-Home-Depot/salaries/Lot-Attendant,Indeed - Home Depot Lot Attendant Salaries,https://www.glassdoor.com/Salary/The-Home-Depot-Salaries-E655.htm,Q1 2026
Home Depot,AK,Alaska,Indoor,Cashier / Customer Service Associate,15.0,19.95,16.54,https://www.indeed.com/cmp/The-Home-Depot/salaries/Cashier,Indeed - Home Depot Cashier Salaries,https://www.glassdoor.com/Salary/The-Home-Depot-Salaries-E655.htm,Q1 2026
Home Depot,AL,Alabama,Outdoor,Lot Associate / Receiving Associate,15.0,19.36,15.4,https://www.indeed.com/cmp/The-Home-Depot/salaries/Lot-Attendant,Indeed - Home Depot Lot Attendant Salaries,https://www.glassdoor.com/Salary/The-Home-Depot-Salaries-E655.htm,Q1 2026
Home Depot,AL,Alabama,Indoor,Cashier / Customer Service Associate,15.0,16.72,15.0,https://www.indeed.com/cmp/The-Home-Depot/salaries/Cashier,Indeed - Home Depot Cashier Salaries,https://www.glassdoor.com/Salary/The-Home-Depot-Salaries-E655.htm,Q1 2026
Home Depot,AR,Arkansas,Outdoor,Lot Associate / Receiving Associate,15.0,19.12,15.21,https://www.indeed.com/cmp/The-Home-Depot/salaries/Lot-Attendant,Indeed - Home Depot Lot Attendant Salaries,https://www.glassdoor.com/Salary/The-Home-Depot-Salaries-E655.htm,Q1 2026
